text,speaker,episode,season,preface,scene,scene_id,action,action_id,character,count
Urk…!,Tanjirou,2,1,," At night,
on a path going into the mountains. Tanjirou and Nezuko
walk together until they reach a lighted temple.",1,,,Cultist,1
Urk!,Tanjirou,2,1,," At night,
on a path going into the mountains. Tanjirou and Nezuko
walk together until they reach a lighted temple.",1,,,Shuuya,1
Urk…,Tanjirou,2,1,," At night,
on a path going into the mountains. Tanjirou and Nezuko
walk together until they reach a lighted temple.",1,,,Sanemi,1
"Hahaha… A hatchet, huh? Not bad.
But a scratch like this… should
heal in no time.",Demon,2,1,," At night,
on a path going into the mountains. Tanjirou and Nezuko
walk together until they reach a lighted temple.",1,,,Kanorji,1
"See that? The bleeding
stopped already.
He’s so fast! And he’s unbelievably strong!",Demon,2,1,Thoughts," At night,
on a path going into the mountains. Tanjirou and Nezuko
walk together until they reach a lighted temple.",1,,,Soldier,1
"You won’t get me twice!
All right. I’m gonna
snap your neck!",Demon,2,1,," At night,
on a path going into the mountains. Tanjirou and Nezuko
walk together until they reach a lighted temple.",1,,,Soldiers,1
Agh!,Tanjirou,2,1,," At night,
on a path going into the mountains. Tanjirou and Nezuko
walk together until they reach a lighted temple.",1,,,"(Thoughts) There’s only hell in store for us! Uzui          Come on! Keep it together, dammit!
Jeez… Tanjirou",1
Urgh!,Nezuko,2,1,," At night,
on a path going into the mountains. Tanjirou and Nezuko
walk together until they reach a lighted temple.",1,,,"Winner, Lord Tokitou… Tanjirou",1
Gah!,Demon,2,1,," The demon’s
head hits a tree.",1,,,Crows,1
"What…?
What?!
Eek…!
Sh-She
killed him!
Oh, but wait!
He’s a demon, so…",Tanjirou,2,1,Thoughts," The demon’s
head hits a tree.",1,,,,
N-Nezuko…,Tanjirou,2,1,," The demon’s
head hits a tree.",1,,,,
"I don’t believe
this… Did he just move without his head?!",Tanjirou,2,1,Thoughts," The demon’s
head hits a tree.",1,,,,
You bastards!,Demon,2,1,," The demon’s
head hits a tree.",1,,,,
"One of you is a demon
after all?
You gave off such a weird
vibe!
What’s a human and a demon doing teaming
up?",Demon,2,1,," The demon’s
head hits a tree.",1,,,,
He’s actually talking!,Tanjirou,2,1,Thoughts," The demon’s
head hits a tree.",1,,,,
"Stop it!
Ahhh!!",Tanjirou,2,1,," The demon’s
head hits a tree.",1,,,,
Grr…!,Demon,2,1,," The demon’s
head hits a tree.",1,,,,
Urgh… Urgh!,Nezuko,2,1,," The demon’s
head hits a tree.",1,,,,
"Ugh!
Grr… Ah…!
What’s the deal with this guy?",Nezuko,2,1,Thoughts," The demon’s
head hits a tree.",1,,,,
"Growing
arms from his head!
(Thoughts) I gotta save Nezuko!",Tanjirou,2,1,Thoughts," The demon’s
head hits a tree.",1,,,,
Out of my way!,Tanjirou,2,1,," The demon’s
head hits a tree.",1,,,,
"Gah…
Hard
as a rock! (Thoughts) That head of his…",Demon,2,1,Thoughts," The demon’s
head hits a tree.",1,,,,
Hngh!,Tanjirou,2,1,," The demon’s
head hits a tree.",1,,,,
… like a rock!,Demon,2,1,Thoughts," The demon’s
head hits a tree.",1,,,,
Ahhh!!,Tanjirou,2,1,," The demon’s
head hits a tree.",1,,,,
Gahhh!,Demon,2,1,," The demon’s
head hits a tree.",1,,,,
Okay!,Tanjirou,2,1,," The demon’s
head hits a tree.",1,,,,
"I wrapped my hair around his hatchet to grab it, but it got tangled
up! Dammit!",Demon,2,1,," The demon’s
head hits a tree.",1,,,,
Nezuko! Where are you?,Tanjirou,2,1,," Deeper in the forest.
Tanjirou searches for Nezuko.",1,,,,
"Ugh!
Stop it!",Nezuko,2,1,," Deeper in the forest.
Tanjirou searches for Nezuko.",1,,,,
"Ahhh!
Urgh…",Tanjirou,2,1,," Deeper in the forest.
Tanjirou searches for Nezuko.",1,,,,
"I wonder if there are tons of demons out there.
This isn’t the scent that was lingering in my house.
That was a different
demon…
But… I gotta finish him off, or he’ll attack more people.
(Thoughts) So… I gotta do it!",Tanjirou,2,1,Thoughts," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"Do it!
Urokodaki        You
can’t finish him off with that.",Tanjirou,2,1,Thoughts," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"A goblin mask!
I didn’t hear his footsteps! H-How can I finish him off?
Urokodaki        Don’t ask me.
Can’t you use your own head to figure
that out?",Tanjirou,2,1,Thoughts," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"Ah…
If stabbing is no good… I’ll have to crush his head!",Tanjirou,2,1,Thoughts," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"To crush his skull and smash it completely, I guess
I’m going to have to pound
him with this rock many times.
I bet he’s going to suffer.
Isn’t there anything
I can use to kill him with one blow?
Urokodaki        (Thoughts)
Ahh… This kid isn’t going to cut it. (Thoughts) He’s too kind and can’t make decisions.
He’s facing a demon, yet the scent of kindness
remains. (Thoughts) He has empathy for even a demon.
Giyuu…
he’s never going to make
it.",Tanjirou,2,1,Thoughts," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"Ugh…
Ah… I
blacked out. (Thoughts) Is my body dead, then?
(Thoughts) I feel sick!",Demon,2,1,Thoughts," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"You bastard, I’ll kill you! I swear I’ll devour you!
Get over here! Dammit!
I can’t go to you, so you come to me!",Demon,2,1,," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
I faltered too long. Now the sun’s coming up!,Tanjirou,2,1,Thoughts," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"Are you listening, you brat?!
Ah… Bwahh! Gahh! Ahh!!
He’s gone with that much sunlight?!
No wonder Nezuko
shrinks from it!
Ah…",Demon,2,1,Thoughts," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"Nezuko?
Nezuko?!",Tanjirou,2,1,," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"Nezuko… Ah…
O-Oh, that’s right. Where’s
that man?",Tanjirou,2,1,," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"He buried the people who got killed.
Umm…
Urokodaki        I’m
Sakonji Urokodaki.
I’m assuming you’re the one Giyuu Tomioka sent my way.",Tanjirou,2,1,Thoughts," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"Yes! My name is Tanjirou Kamado!
My sister’s name is Nezuko, and…
Urokodaki        Tanjirou… What will you do when your sister
devours a human?",Tanjirou,2,1,," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
Huh…?,Tanjirou,2,1,," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"Ah…
Urokodaki        Too
slow!
You’re just too slow at making
decisions!
You failed to finish off that demon before daybreak!
Do you know why you couldn’t
answer my question
right away? It’s because your
resolve is too weak!
There are two things
to do if your sister devours a human.
Kill your sister! And slit your own belly and die!
That’s what it means to travel
with your sister who became
a demon! But that must never happen no matter what. And best you not forget.
Your sister,
taking the life of an innocent person…
That’s the one thing that must never happen. Ever!
Do you understand what I’m saying?",Tanjirou,2,1,," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"Yes!
Urokodaki        All right, now I’m going to test
you to see if you’re
fit to become a member
of the Demon Slayer Corps.
Carry your sister on your back and follow me!",Tanjirou,2,1,," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"He’s so fast! Just how old is he anyway?! (Thoughts) And, like earlier,
I’m not hearing
any footsteps at all!
Nezuko,
I know it must be jarring, but please be patient!
Well, being patient
is all that you’ve ever known.
(Thoughts) Nezuko… all your life…
You’re
fixing your kimono again? I guess we’ll have to buy you a new one.",Tanjirou,2,1,Flashback," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"No, no, it’s all right! This kimono is
my favorite! (Flashback) I’d rather
the younger kids got more food to fill them up!",Nezuko,2,1,Flashback," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"I swear I’ll turn you back into a human! (Thoughts) I swear I’ll buy you a beautiful
kimono someday!
Everything that I couldn’t
do for the others… I’ll do it all for you!",Tanjirou,2,1,Thoughts," Back at the temple.
Tanjirou draws a small blade to kill the unconscious demon head.",1,,,,
"N-Now, have I… passed
the test?
Urokodaki        The
test starts now.
We’re going to climb
a mountain.",Tanjirou,2,1,," In the late afternoon. Tanjirou and Urokodaki have arrived at Urokodaki’s house.
Tanjirou is dead tired.",1,,,,
"Ahh…!
Urokodaki        I’ll make sure to take care of your sister for you.",Tanjirou,2,1,," In the late afternoon. Tanjirou and Urokodaki have arrived at Urokodaki’s house.
Tanjirou is dead tired.",1,,,,
"I’m counting on you, sir.",Tanjirou,2,1,," In the late afternoon. Tanjirou and Urokodaki have arrived at Urokodaki’s house.
Tanjirou is dead tired.",1,,,,
"I’m exhausted… My legs are starting to buckle!
(Thoughts) I’m starting to feel dizzy, too.",Tanjirou,2,1,Thoughts," In the late afternoon. Tanjirou and Urokodaki have arrived at Urokodaki’s house.
Tanjirou is dead tired.",1,,,,
"Ah…
Urokodaki        Now, from here, go back down to the house at the foot of the mountain.
This time, I’m not going to wait until daybreak!",Tanjirou,2,1,," In the late afternoon. Tanjirou and Urokodaki have arrived at Urokodaki’s house.
Tanjirou is dead tired.",1,,,,
"What?
Is that all?
I see. He thinks I might get lost in this thick
fog. (Thoughts) I just have to get back by daybreak, right? (Thoughts)
That’s easy! I’ve got a great sense of smell!
I’ve already memorized Mr. Urokodaki’s scent!
Rocks?!
Ugh…
A pitfall!
I get it now. So there are traps all around!
(Thoughts) That’s the deal, huh?",Tanjirou,2,1,Thoughts," In the late afternoon. Tanjirou and Urokodaki have arrived at Urokodaki’s house.
Tanjirou is dead tired.",1,,,,
Uh-oh!,Tanjirou,2,1,Thoughts," In the late afternoon. Tanjirou and Urokodaki have arrived at Urokodaki’s house.
Tanjirou is dead tired.",1,,,,
"Ugh…
Crap, crap, crap!
If I keep walking into traps like this, I won’t
make it down the mountain
by morning!
And besides, this mountain… This mountain is… (Thoughts) The air is thin here!
It’s way thinner here than on the mountain
where I used to live!
That’s
why I’m gasping
for air like this and feel so dizzy!",Tanjirou,2,1,Thoughts," In the late afternoon. Tanjirou and Urokodaki have arrived at Urokodaki’s house.
Tanjirou is dead tired.",1,,,,
Will I make it back? I might pass out! (Thoughts) No! I gotta make it back!,Tanjirou,2,1,Thoughts," In the late afternoon. Tanjirou and Urokodaki have arrived at Urokodaki’s house.
Tanjirou is dead tired.",1,,,,
"Get your breathing
under control… and sniff out each of those traps!",Tanjirou,2,1,Thoughts," In the late afternoon. Tanjirou and Urokodaki have arrived at Urokodaki’s house.
Tanjirou is dead tired.",1,,,,
"Right! I’ve got it! I’ve got it!
Traps set by human hands
have a slightly different scent after all!
But that doesn’t mean… I’m suddenly
athletic enough to dodge every one of them!
I’m gonna make it back no matter what! (Thoughts) Nezuko!",Tanjirou,2,1,Thoughts," In the late afternoon. Tanjirou and Urokodaki have arrived at Urokodaki’s house.
Tanjirou is dead tired.",1,,,,
I… have… returned…,Tanjirou,2,1,," At Urokodaki’s house. Urokodaki watches
over Nezuko as the sky is beginning
to become light. Tanjirou opens the sliding door.",1,,,,
"Forgive
my abruptness, Mr. Sakonji Urokodaki.
I’m sending a boy your way who wants to become a Demon Slayer swordsman.
He was brazen
enough to attack
me unarmed.
His family was slaughtered by a demon,
and the surviving younger sister has become one, but I have determined that
she will not attack humans.
I
can sense something different about these two. (Flashback) Like yourself, the boy seems
to have a keen sense
of smell.
Perhaps
he’ll find a way to break through
and become your heir apparent. (Flashback) I am asking you to
train him.
I realize that this
is a self-serving request, but please forgive
me. (Flashback) I hope that you will take good care of yourself
in your endeavors.
Yours truly, Giyuu Tomioka.
Urokodaki        I
accept you as my student,
Tanjirou Kamado.",Tomioka,2,1,Flashback," At Urokodaki’s house. Urokodaki watches
over Nezuko as the sky is beginning
to become light. Tanjirou opens the sliding door.",1,,,,
"Ngh!
Starting
today, I’m going to keep a journal
for Nezuko. (Narration) I’m
descending the mountain again today.
I’m going to train my hardest so I won’t
die during the Final Selection.
Ah! Urgh…!",Tanjirou,3,1,Narration," On Mt. Sagiri.
Tanjirou trains.",1,,,,
"Ngh!
After repeatedly descending the mountain day after day, I’m starting
to learn how to avoid most of
the traps.
It’s because I’m much stronger
now, and because
I’m even more adept at detecting scents than before.
Even so… Ah!",Tanjirou,3,1,Narration," On Mt. Sagiri.
Tanjirou trains.",1,,,,
"… the traps are getting
more and more difficult.
(Narration) He may really want to kill me!",Tanjirou,3,1,Narration," On Mt. Sagiri.
Tanjirou trains.",1,,,,
"I made my descent today,
sword in hand,
but the sword really hampered
my movement.
Ah… Ahh!!",Tanjirou,3,1,Narration," On Mt. Sagiri during
the day. Tanjirou
descends the mountain
again.",1,,,,
"With the sword,
I can’t stop getting ensnared
in all the traps!",Tanjirou,3,1,Narration," On Mt. Sagiri during
the day. Tanjirou
descends the mountain
again.",1,,,,
"991! 992!
I swung the sword today.
Well, it’s not just today.
I’ve been swinging
the sword every
single day.
After descending the mountain, I swing my sword until my arms nearly fall off.
1,000!
Urokodaki        500
more!
Urokodaki        Swords break easily.",Tanjirou,3,1,Narration," On Mt. Sagiri during
the day. Tanjirou
descends the mountain
again.",1,,,,
"That’s what he told me beforehand.
Though it’s strong vertically, it’s weak horizontally. (Narration) You need to apply the force straight
along the blade.
The blade’s direction
and the direction in which you apply the force must be
exactly the same.
And he added,
“If you ever damage the blade, in other words, break it, I’ll
snap your bones, as well,” in a threatening voice.",Tanjirou,3,1,Narration," On Mt. Sagiri during the day. Urokodaki trains
Tanjirou on how to slice cleanly.",1,,,,
"Nezuko… I’ll keep working
hard, okay?",Tanjirou,3,1,," On Mt. Sagiri during the day. Urokodaki trains
Tanjirou on how to slice cleanly.",1,,,,
